iter	Passed	Remaining
481	12277	242434
482	12300	242376
483	12335	242523
484	12359	242481
485	12399	242731
486	12423	242674
487	12447	242616
488	12473	242601
489	12500	242605
490	12525	242574
491	12550	242544
492	12573	242471
493	12597	242413
494	12620	242342
495	12643	242270
496	12667	242215
497	12690	242132
498	12714	242075
499	12736	242002
500	12760	241944
501	12802	242221
502	12828	242205
503	12853	242182
504	12877	242115
505	12900	242042
506	12919	241905
507	12942	241836
508	12969	241828
509	12992	241767
510	13015	241698
511	13038	241625
512	13062	241564
513	13086	241518
514	13110	241460
515	13135	241422
516	13158	241362
517	13182	241301
518	13205	241230
519	13258	241707
520	13283	241672
521	13308	241640
522	13332	241597
523	13356	241533
524	13380	241487
525	13401	241382
526	13424	241310
527	13448	241258
528	13463	241041
529	13486	240975
530	13517	241042
531	13545	241070
532	13569	241016
533	13593	240973
534	13619	240946
535	13643	240896
536	13665	240809
537	13690	240775
538	13715	240742
539	13738	240671
540	13760	240598
541	13783	240520
542	13806	240458
543	13831	240423
544	13853	240343
545	13882	240381
546	13905	240300
547	13942	240486
548	13962	240359
549	13987	240331
550	14020	240443
551	14047	240432
552	14071	240384
553	14097	240374
554	14122	240333
555	14135	240103
556	14159	240043
557	14179	239932
558	14204	239898
559	14228	239847
560	14252	239810
561	14275	239736
562	14289	239523
563	14313	239473
564	14335	239396
565	14361	239367
566	14386	239340
567	14412	239329
568	14436	239273
569	14462	239270
570	14486	239218
571	14515	239257
572	14542	239253
573	14566	239207
574	14591	239167
575	14614	239105
576	14637	239046
577	14659	238972
578	14676	238801
579	14699	238744
580	14729	238794
581	14753	238746
582	14776	238680
583	14800	238626
584	14822	238549
585	14847	238516
586	14869	238438
587	14891	238369
588	14914	238295
589	14937	238241
590	14962	238212
591	14985	238142
592	15006	238046
593	15028	237971
594	15052	237934
595	15074	237852
596	15111	238013
597	15140	238045
598	15162	237971
599	15185	237900
600	15209	237860
601	15231	237790
602	15254	237728
603	15280	237700
604	15304	237664
605	15328	237612
606	15352	237565
607	15379	237566
608	15402	237519
609	15429	237514
610	15452	237457
611	15475	237394
612	15514	237583
613	15544	237618
614	15564	237518
615	15589	237485
616	15618	237524
617	15654	237653
618	15678	237609
619	15702	237557
620	15726	237515
621	15748	237443
622	15777	237470
623	15798	237377
624	15821	237318
625	15831	237063
626	15856	237034
627	15881	237013
628	15907	237000
629	15931	236943
630	15955	236902
631	16008	237296
632	16033	237262
633	16047	237063
634	16069	236989
635	16094	236968
636	16118	236922
637	16143	236888
638	16168	236855
639	16191	236803
640	16214	236738
641	16236	236665
642	16265	236691
643	16290	236670
644	16314	236629
645	16339	236592
646	16367	236608
647	16405	236766
648	16439	236859
649	16454	236695
650	16485	236748
651	16509	236708
652	16535	236687
653	16565	236735
654	16595	236765
655	16620	236742
656	16650	236783
657	16678	236797
658	16705	236790
659	16733	236800
660	16756	236747
661	16784	236758
662	16820	236888
663	16848	236897
664	16873	236867
665	16901	236872
666	16931	236912
667	16959	236920
668	16984	236897
669	17011	236886
670	17037	236872
671	17065	236879
672	17091	236866
673	17129	237022
674	17151	236949
675	17178	236936
676	17203	236906
677	17224	236822
678	17249	236788
679	17276	236790
680	17305	236809
681	17330	236786
682	17357	236780
683	17384	236781
684	17412	236782
685	17438	236761
686	17463	236742
687	17487	236694
688	17516	236707
689	17547	236761
690	17573	236745
691	17601	236754
692	17626	236719
693	17636	236485
694	17651	236333
695	17677	236315
696	17717	236478
697	17741	236438
698	17813	237026
699	17841	237032
700	17868	237029
701	17904	237149
702	17932	237153
703	17960	237165
704	17987	237148
705	18014	237153
706	18039	237112
707	18065	237095
708	18089	237055
709	18118	237077
710	18146	237084
711	18174	237089
712	18217	237291
713	18243	237264
714	18284	237437
715	18332	237710
716	18360	237707
717	18385	237676
718	18415	237706
719	18441	237695
720	18452	237470
721	18481	237493
722	18508	237488
723	18532	237446
724	18557	237409
725	18600	237604
726	18628	237604
727	18656	237615
728	18683	237611
729	18728	237820
730	18753	237796
731	18780	237789
732	18809	237800
733	18833	237754
734	18859	237736
735	18884	237694
736	18926	237873
737	18951	237844
738	18978	237840
739	19003	237796
740	19030	237790
741	19061	237832
742	19087	237809
743	19112	237777
744	19139	237762
745	19164	237730
746	19190	237708
747	19216	237685
748	19244	237693
749	19271	237676
750	19326	238014
751	19352	237995
752	19379	237980
753	19407	237982
754	19434	237973
755	19460	237955
756	19489	237967
757	19517	237975
758	19544	237963
759	19576	238008
760	19607	238041
761	19635	238049
762	19667	238103
763	19696	238109
764	19720	238061
765	19758	238182
766	19782	238139
767	19835	238434
768	19861	238411
769	19885	238367
770	19910	238327
771	19937	238319
772	19962	238287
773	19983	238197
774	20010	238186
775	20034	238139
776	20061	238130
777	20086	238091
778	20115	238100
779	20140	238068
780	20164	238025
781	20190	238002
782	20214	237948
783	20240	237928
784	20264	237887
785	20299	237969
786	20328	237972
787	20354	237957
788	20381	237936
789	20409	237934
790	20433	237895
791	20457	237848
792	20483	237818
793	20511	237818
794	20537	237799
795	20560	237734
796	20586	237707
797	20614	237716
798	20646	237760
799	20679	237817
800	20707	237808
801	20732	237775
802	20774	237930
803	20800	237914
804	20829	237923
805	20857	237915
806	20880	237865
807	20907	237846
808	20931	237804
809	20958	237783
810	20983	237752
811	21008	237719
812	21046	237824
813	21072	237799
814	21098	237773
815	21122	237729
816	21144	237664
817	21170	237642
818	21193	237577
819	21216	237523
820	21250	237585
821	21273	237529
822	21297	237478
823	21344	237694
824	21370	237670
825	21396	237646
826	21425	237649
827	21448	237591
828	21478	237614
829	21504	237588
830	21522	237474
831	21548	237443
832	21572	237403
833	21599	237384
834	21627	237384
835	21657	237401
836	21678	237319
837	21703	237286
838	21717	237130
839	21742	237096
840	21766	237053
841	21789	236994
842	21809	236901
843	21834	236863
844	21858	236823
845	21882	236771
846	21908	236750
847	21934	236723
848	21965	236754
849	21992	236737
850	22019	236733
851	22040	236655
852	22056	236516
853	22093	236617
854	22118	236579
855	22185	236993
856	22213	236982
857	22241	236982
858	22268	236973
859	22293	236937
860	22321	236926
861	22346	236898
862	22369	236841
863	22390	236754
864	22418	236755
865	22440	236688
866	22466	236658
867	22492	236640
868	22519	236627
869	22542	236567
870	22569	236550
871	22592	236500
872	22617	236456
873	22645	236456
874	22673	236447
875	22698	236420
876	22721	236362
877	22745	236314
878	22768	236257
879	22794	236230
880	22819	236194
881	22843	236155
882	22865	236090
883	22890	236047
884	22911	235977
885	22934	235924
886	22952	235810
887	22975	235755
888	23002	235743
889	23025	235690
890	23049	235644
891	23075	235618
892	23094	235525
893	23120	235495
894	23143	235447
895	23175	235478
896	23200	235440
897	23224	235398
898	23250	235371
899	23276	235347
900	23301	235321
901	23326	235277
902	23376	235496
903	23410	235554
904	23479	235966
905	23506	235947
906	23529	235888
907	23551	235827
908	23569	235723
909	23605	235800
910	23628	235745
911	23689	236068
912	23718	236067
913	23741	236011
914	23766	235976
915	23789	235916
916	23812	235862
917	23846	235914
918	23869	235861
919	23886	235752
920	23908	235689
921	23925	235573
922	23949	235529
923	23971	235456
924	23993	235399
925	24019	235366
926	24041	235303
927	24075	235356
928	24099	235311
929	24121	235247
930	24143	235189
931	24157	235043
932	24180	234989
933	24203	234938
934	24228	234901
935	24252	234855
936	24276	234808
937	24300	234762
938	24324	234726
939	24347	234666
940	24370	234616
941	24407	234697
942	24431	234650
943	24450	234563
944	24475	234520
945	24490	234393
946	24515	234359
947	24539	234312
948	24560	234247
949	24584	234203
950	24606	234134
951	24630	234096
952	24658	234084
953	24694	234159
954	24716	234090
955	24754	234184
956	24773	234088
957	24796	234036
958	24821	234001
959	24844	233953
960	24867	233896
961	24892	233864
962	24926	233916
963	24950	233870
964	24986	233943
965	25009	233887
966	25035	233861
967	25059	233821
968	25084	233786
969	25106	233719
970	25130	233676
971	25152	233619
972	25174	233560
973	25198	233511
974	25223	233476
975	25246	233427
976	25271	233393
977	25281	233221
978	25298	233109
979	25319	233044
980	25342	232991
981	25366	232948
982	25388	232889
983	25412	232846
984	25434	232781
985	25459	232749
986	25485	232725
987	25499	232591
988	25520	232527
989	25543	232469
990	25567	232430
991	25591	232383
992	25604	232243
993	25629	232215
994	25657	232205
995	25711	232433
996	25736	232404
997	25759	232353
998	25792	232389
999	25818	232367
1000	25841	232318
1001	25868	232301
1002	25893	232263
1003	25916	232218
1004	25943	232198
1005	25964	232133
1006	25988	232088
1007	26013	232052
1008	26034	231991
1009	26057	231938
1010	26093	232005
1011	26117	231957
1012	26142	231926
1013	26165	231880
1014	26190	231844
1015	26215	231813
1016	26239	231771
1017	26262	231721
1018	26278	231606
1019	26291	231466
1020	26312	231402
1021	26331	231311
1022	26354	231262
1023	26376	231205
1024	26401	231175
1025	26425	231136
1026	26444	231046
1027	26469	231012
1028	26493	230972
1029	26517	230934
1030	26540	230880
1031	26563	230831
1032	26586	230786
1033	26608	230729
1034	26629	230659
1035	26642	230522
1036	26667	230494
1037	26697	230505
1038	26723	230481
1039	26749	230459
1040	26764	230335
1041	26788	230298
1042	26812	230254
1043	26836	230218
1044	26854	230128
1045	26880	230103
1046	26903	230050
1047	26926	230009
1048	26949	229957
1049	26972	229907
1050	26999	229890
1051	27026	229881
1052	27051	229848
1053	27075	229809
1054	27100	229777
1055	27122	229723
1056	27147	229688
1057	27169	229635
1058	27188	229547
1059	27211	229499
1060	27228	229405
1061	27255	229384
1062	27279	229350
1063	27302	229302
1064	27328	229276
1065	27352	229237
1066	27376	229199
1067	27399	229151
1068	27423	229109
1069	27436	228979
1070	27449	228850
1071	27496	228997
1072	27518	228948
1073	27538	228871
1074	27561	228823
1075	27586	228796
1076	27610	228758
1077	27635	228721
1078	27660	228694
1079	27684	228656
1080	27743	228904
1081	27766	228858
1082	27793	228840
1083	27806	228707
1084	27829	228660
1085	27852	228617
1086	27877	228582
1087	27899	228531
1088	27922	228483
1089	27947	228455
1090	27971	228415
1091	27995	228375
1092	28034	228458
1093	28056	228403
1094	28079	228354
1095	28101	228300
1096	28126	228268
1097	28152	228241
1098	28177	228212
1099	28204	228200
1100	28230	228174
1101	28254	228140
1102	28282	228128
1103	28306	228090
1104	28327	228029
1105	28352	227999
1106	28378	227973
1107	28401	227930
1108	28425	227887
1109	28449	227850
1110	28474	227823
1111	28497	227777
1112	28523	227751
1113	28545	227695
1114	28564	227615
1115	28586	227561
1116	28610	227527
1117	28637	227510
1118	28659	227460
1119	28685	227435
1120	28711	227411
1121	28743	227438
1122	28779	227493
1123	28802	227449
1124	28825	227400
1125	28848	227352
1126	28870	227304
1127	28896	227274
1128	28920	227236
1129	28943	227197
1130	28968	227166
1131	28990	227112
1132	29015	227079
1133	29039	227042
1134	29055	226942
1135	29080	226907
1136	29097	226813
1137	29119	226760
1138	29158	226838
1139	29181	226800
1140	29206	226766
1141	29224	226680
1142	29257	226709
1143	29271	226599
1144	29295	226562
1145	29318	226517
1146	29341	226472
1147	29363	226419
1148	29387	226376
1149	29411	226342
1150	29428	226245
1151	29455	226233
1152	29479	226197
1153	29505	226172
1154	29530	226146
1155	29554	226107
1156	29580	226086
1157	29604	226045
1158	29626	225996
1159	29650	225957
1160	29674	225917
1161	29698	225879
1162	29720	225829
1163	29741	225772
1164	29769	225761
1165	29792	225715
1166	29819	225704
1167	29853	225743
1168	29876	225700
1169	29899	225651
1170	29923	225612
1171	29947	225575
1172	29969	225527
1173	29993	225491
1174	30018	225457
1175	30040	225404
1176	30062	225353
1177	30085	225305
1178	30107	225260
1179	30131	225219
1180	30155	225180
1181	30178	225138
1182	30202	225099
1183	30226	225066
1184	30247	225005
1185	30270	224959
1186	30293	224915
1187	30314	224861
1188	30338	224823
1189	30351	224703
1190	30383	224727
1191	30405	224675
1192	30428	224632
1193	30452	224590
1194	30474	224540
1195	30498	224508
1196	30522	224472
1197	30547	224438
1198	30574	224423
1199	30596	224371
1200	30632	224424
1201	30657	224394
1202	30681	224362
1203	30708	224343
1204	30730	224295
1205	30756	224274
1206	30785	224275
1207	30809	224234
1208	30831	224186
1209	30854	224144
1210	30879	224111
1211	30902	224067
1212	30916	223956
1213	30938	223909
1214	30961	223866
1215	30982	223811
1216	31007	223778
1217	31028	223719
1218	31050	223668
1219	31066	223577
1220	31088	223526
1221	31105	223442
1222	31130	223410
1223	31180	223559
1224	31205	223530
1225	31227	223481
1226	31250	223441
1227	31271	223385
1228	31294	223338
1229	31316	223291
1230	31342	223264
1231	31366	223231
1232	31390	223199
1233	31413	223154
1234	31441	223148
1235	31463	223098
1236	31490	223081
1237	31526	223130
1238	31549	223084
1239	31570	223030
1240	31593	222984
1241	31616	222941
1242	31640	222910
1243	31665	222880
1244	31690	222850
1245	31712	222800
1246	31736	222768
1247	31760	222728
1248	31785	222704
1249	31810	222676
1250	31825	222573
1251	31846	222521
1252	31868	222470
1253	31891	222423
1254	31918	222410
1255	31941	222368
1256	31963	222321
1257	31987	222285
1258	32007	222221
1259	32031	222187
1260	32056	222159
1261	32080	222120
1262	32103	222083
1263	32128	222050
1264	32149	221995
1265	32171	221950
1266	32194	221906
1267	32216	221860
1268	32239	221814
1269	32263	221777
1270	32285	221731
1271	32320	221773
1272	32386	222021
1273	32410	221990
1274	32424	221887
1275	32448	221847
1276	32473	221822
1277	32498	221792
1278	32521	221751
1279	32545	221717
1280	32572	221702
1281	32594	221652
1282	32619	221626
1283	32641	221577
1284	32664	221534
1285	32685	221475
1286	32709	221444
1287	32732	221404
1288	32753	221349
1289	32778	221317
1290	32807	221318
1291	32835	221308
1292	32858	221269
1293	32882	221235
1294	32904	221183
1295	32928	221149
1296	32951	221111
1297	32975	221074
1298	32996	221017
1299	33016	220957
1300	33037	220905
1301	33060	220859
1302	33084	220825
1303	33105	220770
1304	33129	220733
1305	33151	220689
1306	33175	220650
1307	33202	220640
1308	33226	220604
1309	33251	220573
1310	33273	220531
1311	33297	220492
1312	33323	220471
1313	33348	220443
1314	33380	220464
1315	33401	220412
1316	33426	220381
1317	33451	220352
1318	33474	220315
1319	33500	220290
1320	33521	220239
1321	33544	220195
1322	33570	220172
1323	33596	220152
1324	33621	220125
1325	33645	220090
1326	33667	220044
1327	33689	219998
1328	33703	219896
1329	33725	219851
1330	33750	219820
1331	33773	219784
1332	33804	219794
1333	33829	219763
1334	33852	219726
1335	33875	219685
1336	33890	219588
1337	33912	219545
1338	33937	219516
1339	33957	219455
1340	33980	219414
1341	34004	219384
1342	34029	219355
1343	34052	219313
1344	34077	219287
1345	34101	219249
1346	34124	219210
1347	34147	219172
1348	34172	219146
1349	34193	219090
1350	34228	219126
1351	34251	219090
1352	34278	219070
1353	34302	219037
1354	34326	219004
1355	34350	218973
1356	34371	218921
1357	34394	218878
1358	34419	218848
1359	34442	218811
1360	34464	218764
1361	34489	218739
1362	34514	218711
1363	34541	218693
1364	34564	218655
1365	34587	218615
1366	34609	218572
1367	34634	218540
1368	34658	218508
1369	34680	218463
1370	34704	218430
1371	34728	218393
1372	34755	218378
1373	34778	218337
1374	34802	218308
1375	34829	218290
1376	34850	218236
1377	34873	218197
1378	34923	218329
1379	34954	218336
1380	34976	218292
1381	35004	218283
1382	35030	218263
1383	35053	218225
1384	35076	218183
1385	35098	218135
1386	35108	218015
1387	35130	217971
1388	35154	217937
1389	35179	217908
1390	35203	217878
1391	35227	217845
1392	35252	217816
1393	35276	217782
1394	35299	217742
1395	35323	217711
1396	35337	217616
1397	35359	217568
1398	35385	217547
1399	35409	217514
1400	35432	217477
1401	35456	217445
1402	35480	217407
1403	35502	217365
1404	35525	217325
1405	35548	217284
1406	35572	217252
1407	35593	217204
1408	35619	217181
1409	35645	217160
1410	35667	217111
1411	35688	217065
1412	35701	216965
1413	35727	216940
1414	35752	216916
1415	35787	216947
1416	35815	216939
1417	35840	216915
1418	35867	216896
1419	35895	216887
1420	35919	216855
1421	35941	216812
1422	35967	216790
1423	35994	216776
1424	36017	216737
1425	36041	216701
1426	36061	216647
1427	36084	216606
1428	36104	216553
1429	36138	216576
1430	36159	216529
1431	36182	216490
1432	36197	216403
1433	36221	216368
1434	36246	216343
1435	36271	216317
1436	36294	216277
1437	36316	216233
1438	36326	216117
1439	36348	216073
1440	36373	216043
1441	36398	216015
1442	36419	215970
1443	36441	215923
1444	36467	215901
1445	36493	215881
1446	36516	215840
1447	36541	215814
1448	36567	215798
1449	36591	215763
1450	36614	215724
1451	36637	215688
1452	36660	215647
1453	36683	215609
1454	36723	215669
1455	36758	215704
1456	36777	215644
1457	36802	215615
1458	36828	215597
1459	36858	215596
1460	36882	215562
1461	36903	215517
1462	36932	215508
1463	36957	215486
1464	36985	215473
1465	37010	215450
1466	37035	215423
1467	37050	215338
1468	37073	215297
1469	37098	215272
1470	37119	215220
1471	37144	215193
1472	37167	215155
1473	37189	215111
1474	37213	215080
1475	37236	215043
1476	37259	215005
1477	37283	214974
1478	37306	214936
1479	37329	214897
1480	37351	214850
1481	37364	214755
1482	37386	214714
1483	37409	214674
1484	37432	214638
1485	37454	214596
1486	37479	214568
1487	37504	214543
1488	37527	214504
1489	37550	214468
1490	37575	214441
1491	37597	214398
1492	37620	214361
1493	37645	214330
1494	37679	214355
1495	37700	214309
1496	37720	214251
1497	37742	214210
1498	37765	214175
1499	37789	214142
1500	37816	214125
1501	37843	214112
1502	37870	214094
1503	37896	214073
1504	37917	214025
1505	37940	213987
1506	37962	213947
1507	37984	213903
1508	38008	213869
1509	38030	213827
1510	38055	213798
1511	38079	213766
1512	38103	213734
1513	38128	213710
1514	38159	213718
1515	38185	213695
1516	38208	213660
1517	38232	213626
1518	38254	213585
1519	38283	213581
1520	38307	213551
1521	38330	213515
1522	38352	213468
1523	38373	213423
1524	38397	213388
1525	38421	213355
1526	38448	213340
1527	38478	213344
1528	38498	213291
1529	38520	213247
1530	38544	213216
1531	38573	213213
1532	38596	213175
1533	38621	213148
1534	38652	213153
1535	38663	213051
1536	38686	213014
1537	38711	212986
1538	38731	212937
1539	38758	212922
1540	38781	212885
1541	38806	212859
1542	38831	212832
1543	38859	212818
1544	38882	212785
1545	38905	212746
1546	38929	212714
1547	38949	212663
1548	38972	212625
1549	39008	212659
1550	39031	212621
1551	39055	212593
1552	39078	212553
1553	39101	212516
1554	39126	212489
1555	39149	212453
1556	39172	212419
1557	39197	212392
1558	39222	212366
1559	39244	212324
1560	39268	212289
1561	39290	212248
1562	39315	212221
1563	39342	212206
1564	39365	212173
1565	39393	212162
1566	39417	212131
1567	39472	212265
1568	39503	212270
1569	39526	212237
1570	39551	212208
1571	39576	212181
1572	39600	212149
1573	39624	212117
1574	39645	212074
1575	39668	212034
1576	39692	212002
1577	39716	211971
1578	39741	211944
1579	39755	211863
1580	39779	211830
1581	39804	211805
1582	39828	211772
1583	39852	211741
1584	39879	211723
1585	39905	211704
1586	39927	211665
1587	39951	211634
1588	39976	211607
1589	40000	211574
1590	40022	211530
1591	40045	211495
1592	40070	211470
1593	40092	211427
1594	40117	211401
1595	40142	211376
1596	40166	211346
1597	40190	211315
1598	40216	211295
1599	40257	211349
1600	40280	211314
1601	40307	211300
1602	40328	211253
1603	40352	211222
1604	40376	211192
1605	40400	211159
1606	40412	211064
1607	40439	211047
1608	40464	211026
1609	40489	211000
1610	40512	210963
1611	40540	210951
1612	40564	210921
1613	40587	210883
1614	40611	210852
1615	40637	210830
1616	40661	210799
1617	40691	210798
1618	40718	210784
1619	40742	210753
1620	40765	210716
1621	40789	210688
1622	40814	210658
1623	40838	210630
1624	40865	210613
1625	40891	210594
1626	40916	210567
1627	40967	210676
1628	40989	210632
1629	41012	210596
1630	41030	210535
1631	41074	210605
1632	41095	210561
1633	41120	210533
1634	41145	210508
1635	41168	210474
1636	41192	210439
1637	41216	210410
1638	41241	210383
1639	41263	210344
1640	41287	210309
1641	41311	210280
1642	41333	210239
1643	41356	210201
1644	41379	210165
1645	41400	210120
1646	41422	210078
1647	41447	210055
1648	41469	210014
1649	41492	209979
1650	41516	209948
1651	41542	209927
1652	41576	209947
1653	41600	209916
1654	41623	209880
1655	41648	209851
1656	41672	209819
1657	41737	209995
1658	41763	209975
1659	41787	209943
1660	41812	209920
1661	41835	209884
1662	41859	209851
1663	41885	209832
1664	41911	209808
1665	41940	209801
1666	41964	209772
